train_loss,valid_loss,accuracy
4.660278797149658,3.880523204803467,0.1667703092098236
4.22304105758667,3.5618503093719482,0.21477428078651428
3.929027557373047,3.3647890090942383,0.24138788878917694
3.703840732574463,3.1044061183929443,0.284292995929718
3.412609815597534,2.904658794403076,0.31575673818588257
3.2735068798065186,2.7265217304229736,0.3467230498790741
3.0396809577941895,2.5605204105377197,0.3775649666786194
2.9314818382263184,2.424539804458618,0.39559757709503174
2.8408267498016357,2.4105384349823,0.4072876572608948
2.7081830501556396,2.259488344192505,0.42954856157302856
2.602468490600586,2.090725898742676,0.4719562232494354
2.5872249603271484,2.06591534614563,0.47829872369766235
2.4521870613098145,2.060270071029663,0.47220495343208313
2.3844454288482666,1.969050645828247,0.49757492542266846
2.278214693069458,2.0063436031341553,0.4899888038635254
2.207575798034668,1.9388829469680786,0.5083944797515869
2.099139451980591,1.8198883533477783,0.5322721004486084
2.00645112991333,1.7545828819274902,0.5458276271820068
1.9245436191558838,1.6496480703353882,0.5708245038986206
1.9168972969055176,1.6776347160339355,0.5692077875137329
1.7966904640197754,1.6707475185394287,0.5714463591575623
1.7035199403762817,1.6076560020446777,0.5872403979301453
1.6221513748168945,1.5812220573425293,0.5858724117279053
1.5593347549438477,1.5063003301620483,0.6114910840988159
1.4961572885513306,1.5882278680801392,0.588857114315033
1.3823862075805664,1.4913486242294312,0.6165899634361267
1.458336591720581,1.530099630355835,0.6090038418769836
1.3154966831207275,1.442122220993042,0.625668466091156
1.2057130336761475,1.4136793613433838,0.6347469091415405
1.1958792209625244,1.4113035202026367,0.6366123557090759
1.1393378973007202,1.4031838178634644,0.6419599652290344
1.0887662172317505,1.3878065347671509,0.6443228721618652
1.0757355690002441,1.3541573286056519,0.6556398272514343
1.0393588542938232,1.3321163654327393,0.6588732600212097
0.9343492984771729,1.3149404525756836,0.6633503437042236
0.9029797911643982,1.2810351848602295,0.6715582609176636
0.8596280813217163,1.2954843044281006,0.6645939350128174
0.83232182264328,1.2805886268615723,0.6701902747154236
0.8248633146286011,1.2629594802856445,0.677527666091919
0.7811655402183533,1.2611885070800781,0.6730506420135498
0.7825587391853333,1.2588330507278442,0.6790200471878052
0.7854794263839722,1.2380112409591675,0.6793931126594543
0.7386342287063599,1.230928897857666,0.6826265454292297
0.7037410140037537,1.2182098627090454,0.6846163272857666
0.6670168042182922,1.2239322662353516,0.6838701367378235
0.6516501307487488,1.2302720546722412,0.6836214661598206
0.6574370861053467,1.2160465717315674,0.6857355833053589
0.660079836845398,1.2270796298980713,0.6871035695075989
0.6594270467758179,1.2215129137039185,0.6863574385643005
0.637961745262146,1.2265220880508423,0.6841188669204712
